更新时间,#genre#
20250209-12-59-09,url


blacklist,#genre#
1905国内电影,http://ygbh.live/1905.php?id=1905a
1905国外电影,http://ygbh.live/1905.php?id=1905b
24H国漫热播,https://lunbo.freetv.top/yy/1353937086
4K_修复「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
4K影视频,http://221.198.194.158:8888/udp/225.1.2.190:5002
4K私享家,http://221.198.194.158:8888/udp/225.1.1.156:5002
4K超,http://119.125.134.232:9901/tsfile/live/1022_1.m3u8
5首伤感情歌DJ,https://vdse.bdstatic.com//a34f76474b9bdfca8c487761861fb603.mp4
8-度空间国,p3p://173.208.176.178:31809/64bce778000d4c1f131e20196db7116d
83射雕英雄传,http://159.75.85.63:35455/yy/1354210357
83射雕英雄传,http://wab201.win:35455/yy/1354210357
83射雕英雄传,https://live.metshop.top/yy/1354210357
8K测试「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
AMC电影,http://litv.zapi.us.kg/?id=4gtv-4gtv017
AMC电影,http://tw.ts138.top/4g/?id=4gtv-4gtv017
AMC电影,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv017
AMC电影,https://litv.zapi.us.kg/?id=4gtv-4gtv017
AMC电影,mitv://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
AMC电影,mitv://generationnexxxt.com:19806/3dc5467282034921b7124f4be60f4782
AXN台湾,p3p://167.114.175.6:55331/6258ddc5000ee8a40e1bc8f50dec545c
AXN电影,p3p://173.208.176.178:31809/6258ddc5000ee8a40e1bc8f50dec545c
Amc最爱电影,p3p://167.114.175.6:55331/625bbd49000d7c0d1954e42d45bc3182
Animax HK,p3p://167.114.175.6:55331/6506d1a00000a99a33d7555a4b747caa
Animax,p3p://167.114.175.6:55331/61e0f9f0000ec6db45a9e87848424184
AnimaxHK,p3p://173.208.176.178:31809/6506d1a00000a99a33d7555a4b747caa
Astr剧集,p3p://173.208.176.178:31809/5fdeca140004e52a6d37e0be49f64a69
Astr欢喜,p3p://173.208.176.178:31809/620f05bb0000b01ff985bb62369741c0
Astr爱奇艺,p3p://173.208.176.178:31809/5fe07bb800090e1173d5591b2d87144a
Astr综合,p3p://173.208.176.178:31809/64bbb99f0005fdbf0e8331dd6a6f10a1
Axn HK,p3p://167.114.175.6:55331/66d23a53000d25d573c606e3274f26c5
BBC Earth,mitv://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
BBC Lifestyle,mitv://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
BBC Lifestyle,p3p://167.114.175.6:55331/64026f590000e9663abc652f25176282
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
BBC earth,p3p://167.114.175.6:55331/6444eb2e000921503e6ecfe873cd10b1
BBC,http://38.96.178.201:80/live/BBCAmerica/index.m3u8
BOO电影,p3p://173.208.176.178:31809/5fded40700033e036d5ebd8604bf417b
BRTV体育,http://221.221.153.193:8888/rtp/239.3.1.243:8000
BTV纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
Baby TV,p3p://167.114.175.6:55331/64bea3f00002bdf919e6522520650b26
Baby TV,p3p://173.208.176.178:31809/64bea3f00002bdf919e6522520650b26
Bein Sport 1,p3p://167.114.175.6:55331/667b10d1000e2b38149def9902d56b98
Bein Sport 2,p3p://167.114.175.6:55331/667b119a00012c7814a0fd5f0a4144be
Bein Sport 3,p3p://167.114.175.6:55331/667b130b000bb1a114a6a17a06ea671a
Boomerang,p3p://167.114.175.6:55331/621e313f0005594c28ec88582a49029c
Boomerang,p3p://173.208.176.178:31809/621e313f0005594c28ec88582a49029c
C+,p3p://167.114.175.6:55331/65ac2e740004fbd2b9c6ef2b03744ac0
CCTV FR 法语,p3p://167.114.175.6:55331/60e64818000c636a726f48b644bf347c
