更新时间,#genre#
20250201-14-34-27,url


RespoTime,whitelist,#genre#
15.77ms,萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
16.00ms,TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
16.02ms,春晚83,http://txmov2.a.kwimgs.com/bs3/video-hls/5207287136834522947_hlshd15.m3u8
16.14ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
19.93ms,延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
31.36ms,春晚99,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
31.37ms,延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?
31.41ms,春晚96,https://txmov2.a.kwimgs.com/bs3/video-hls/5202783562064785590_hlshd15.m3u8
31.42ms,春晚97,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
31.68ms,无间道2,https://alimov2.a.kwimgs.com/upic/2021/02/09/10/BMjAyMTAyMDkxMDQ0NThfNDAzMDAxOTlfNDM4NTkyODc0MjhfMF8z_b_Bce206fcc2f84121a4d887259d7c5100b.mp4
31.72ms,春晚94,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
32.11ms,春晚88,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
32.11ms,春晚89,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
32.22ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
35.88ms,春晚13,https://txmov2.a.kwimgs.com/bs3/video-hls/5241627109089548390_hlshd15.m3u8
35.88ms,春晚15,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
35.99ms,新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
37.89ms,春晚16,https://txmov2.a.kwimgs.com/bs3/video-hls/5238530884094441260_hlshd15.m3u8
37.89ms,春晚86,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
37.89ms,春晚87,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
42.22ms,春晚92,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
45.50ms,春晚18,https://txmov2.a.kwimgs.com/bs3/video-hls/5212635188105848764_hlshd15.m3u8
45.50ms,春晚17,https://txmov2.a.kwimgs.com/bs3/video-hls/5191524564569524830_hlshd15.m3u8
47.09ms,春晚00,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
47.10ms,春晚98,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
47.45ms,春晚95,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
47.93ms,大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
50.07ms,春晚09,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042558858339330_hlshd15.m3u8
51.29ms,春晚12,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
51.29ms,春晚11,https://txmov2.a.kwimgs.com/bs3/video-hls/5243597434070590481_hlshd15.m3u8
57.90ms,春晚93,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
59.85ms,春晚08,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
62.72ms,春晚02,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
62.77ms,春晚01,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
63.94ms,余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
72.50ms,春晚04,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
74.65ms,春晚05,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
74.65ms,春晚07,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
75.49ms,春晚10,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664862006975841_hlshd15.m3u8
75.85ms,青田电视,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
77.12ms,凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
79.62ms,CCTV17,http://116.226.8.90:4022/udp/239.45.3.52:5140
79.63ms,萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
79.76ms,余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
79.79ms,翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
80.07ms,CCTV12,http://116.226.8.90:4022/udp/239.45.3.10:5140
80.09ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklistw70581102.m3u8
80.20ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
80.38ms,CCTV9,http://116.226.8.90:4022/udp/239.45.3.4:5140
89.12ms,CCTV4,http://116.226.8.90:4022/udp/239.45.0.2:5140
94.18ms,八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
95.14ms,AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
95.39ms,三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
95.63ms,松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
95.69ms,龙游新闻,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
95.76ms,(乐)音乐欣赏,http://61.221.215.25:8800/hls/58/index.m3u8
95.87ms,CCTV13,http://116.226.8.90:4022/udp/239.45.1.198:5140
95.97ms,CCTV7,http://116.226.8.90:4022/udp/239.45.3.56:5140
101.64ms,CCTV10,http://116.226.8.90:4022/udp/239.45.3.8:5140
101.88ms,CCTV6,http://116.226.8.90:4022/udp/239.45.1.70:5140
104.29ms,番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
105.41ms,安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
105.41ms,安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
107.81ms,东方卫视,http://113.65.9.137:4014/udp/239.77.1.218:5146
108.04ms,青海卫视,http://114.252.238.87:8000/udp/239.3.1.44:8184
108.12ms,凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
109.40ms,安徽｜影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
109.44ms,CCTV1,http://114.252.238.87:8000/udp/239.3.1.129:8008
109.56ms,CCTV7,http://117.144.58.42:35455/gaoma/cctv7.m3u8
109.74ms,CCTV14,http://113.65.9.137:4014/udp/239.77.1.161:5146
110.51ms,CCTV2,http://117.144.58.42:35455/gaoma/cctv2.m3u8
110.54ms,CCTV9,http://114.252.236.205:8000/rtp/239.3.1.62:8112
110.64ms,动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
110.93ms,CCTV1,http://116.226.8.90:4022/udp/239.45.3.145:5140
111.15ms,延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
111.34ms,CCTV1,http://114.246.181.146:4022/rtp/239.3.1.129:8008
111.36ms,CCTV8,http://113.65.9.137:4014/udp/239.77.0.172:5146
111.36ms,安徽｜影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
111.41ms,东方卫视,http://113.65.9.137:4014/udp/239.77.0.98:5146
111.46ms,CCTV11,http://113.65.9.137:4014/udp/239.77.1.238:5146
111.47ms,大湾区卫视,http://119.136.113.11:8888/udp/239.77.1.12:5146
111.50ms,大湾区卫视,http://113.65.9.137:4014/udp/239.77.0.215:5146
111.51ms,四川卫视,http://113.65.9.137:4014/udp/239.77.0.159:5146
111.56ms,CCTV8,http://116.226.8.90:4022/udp/239.45.1.71:5140
111.58ms,CCTV6,http://113.65.9.137:4014/udp/239.77.0.171:5146
111.58ms,云南卫视,http://113.65.9.137:4014/udp/239.253.43.37:5146
111.65ms,CCTV15,http://116.226.8.90:4022/udp/239.45.1.200:5140
111.65ms,深圳卫视,http://114.252.238.87:8000/udp/239.3.1.134:8020
111.67ms,CCTV5,http://117.144.58.42:35455/gaoma/cctv5.m3u8
111.73ms,CCTV12,http://113.65.9.137:4014/udp/239.77.0.136:5146
111.73ms,CCTV15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8
111.73ms,大湾区卫视,http://113.65.9.137:4014/udp/239.77.0.9:5146
111.74ms,云南卫视,http://119.136.113.11:8888/udp/239.253.43.100:5146
111.76ms,河北卫视,http://113.65.9.137:4014/udp/239.77.0.148:5146
111.77ms,天津卫视,http://119.136.113.11:8888/udp/239.77.1.141:5146
111.78ms,广东新闻,http://113.65.9.137:4014/udp/239.77.0.173:5146
111.79ms,CCTV13,http://119.136.113.11:8888/udp/239.253.43.196:5146
111.83ms,广东珠江,http://119.32.12.32:2901/udp/224.1.100.23:11111
111.84ms,中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
111.86ms,北京青年,http://114.252.238.87:8000/udp/239.3.1.118:8000
111.88ms,中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
111.89ms,广东新闻,http://119.136.113.11:8888/udp/239.77.0.173:5146
111.90ms,CCTV10,http://117.144.58.42:35455/gaoma/cctv10.m3u8
112.05ms,CCTV10,http://qjrhc.jydjd.top:2911/udp/224.1.100.76:11111
112.08ms,陕西卫视,http://114.252.238.87:8000/udp/239.3.1.41:8140
112.17ms,CCTV8,http://114.246.181.146:4022/rtp/239.3.1.175:8001
112.22ms,CCTV9,http://113.65.9.137:4014/udp/239.77.0.135:5146
112.30ms,CCTV8,http://lt.hxtre.com:35455/gaoma/cctv8.m3u8
112.36ms,北京卫视,http://113.65.9.137:4014/udp/239.77.1.4:5146
112.37ms,云南卫视,http://121.33.239.242:9901/tsfile/live/0119_1.m3u8
112.49ms,CCTV9,http://113.65.9.137:4014/udp/239.77.1.160:5146
112.52ms,深圳卫视,http://113.65.9.137:4014/udp/239.77.1.148:5146
112.89ms,CCTV14,http://114.246.181.146:4022/rtp/239.3.1.65:8132
113.01ms,CCTV5+,http://114.252.236.205:8000/rtp/239.3.1.130:8004
113.28ms,CCTV6,http://117.144.58.42:35455/gaoma/cctv6.m3u8
113.29ms,山东卫视,http://114.252.238.87:8000/udp/239.3.1.209:8052
113.73ms,四川卫视,http://119.136.113.11:8888/udp/239.77.0.159:5146
114.66ms,金鹰卡通,http://119.32.12.32:2901/udp/224.1.100.113:11111
115.32ms,广西卫视,http://119.32.12.32:2901/udp/224.1.100.110:11111
116.37ms,CCTV5+,http://119.136.113.11:8888/udp/239.77.0.87:5146
116.56ms,安徽｜影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
116.61ms,CCTV4,http://113.65.9.137:4014/udp/239.77.0.78:5146
116.80ms,CCTV4,http://114.252.236.205:8000/rtp/239.3.1.105:8092
116.87ms,南宁都市生活,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
116.98ms,CCTV3,http://114.252.238.87:8000/udp/239.3.1.172:8001
116.99ms,江苏卫视,http://113.65.9.137:4014/udp/239.77.0.90:5146
117.38ms,CCTV2,http://114.246.181.146:4022/rtp/239.3.1.60:8084
117.69ms,CCTV5,http://113.65.9.137:4014/udp/239.77.0.170:5146
117.72ms,CCTV5,http://116.226.8.90:4022/udp/239.45.1.69:5140
117.99ms,精品体育,http://dl.wifi942.com:66/jsyd/jsyd.php?id=GITV-JS-65
118.37ms,CCTV13,http://114.252.238.87:8000/udp/239.3.1.124:8128
118.61ms,CCTV5+,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-5PLUS-HD-265-5M
118.85ms,CCTV3,http://113.65.9.137:4014/udp/239.77.0.169:5146
118.94ms,CCTV6,http://1.itv.nctv.top:35455/gaoma/cctv6.m3u8
119.03ms,广东体育,http://113.65.9.137:4014/udp/239.77.0.112:5146
119.12ms,NBTV-3,http://www.jeremyoto.com:82/rtp/233.50.201.179:5140
119.21ms,CCTV4,http://114.252.238.87:8000/udp/239.3.1.105:8092
119.38ms,广东卫视,http://113.65.9.137:4014/udp/239.77.0.166:5146
119.48ms,安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
120.01ms,CCTV5+,http://114.252.238.87:8000/udp/239.3.1.130:8004
