更新时间,#genre#
20240814-14-21-53,url


RespoTime,whitelist,#genre#
10.04ms,[浙江]象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8zzhed
11.41ms,[浙江]余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8zzhed
11.45ms,[浙江]龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8zzhed
11.67ms,[浙江]云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8zzhed
12.44ms,[浙江]开化新闻综,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8zzhed
12.53ms,[浙江]普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8zzhed
12.56ms,[浙江]余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8zzhed
12.56ms,[浙江]永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8zzhed
13.04ms,[浙江]嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8zzhed
13.55ms,[浙江]庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8zzhed
14.03ms,[浙江]上虞新商,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8zzhed
14.03ms,[浙江]上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8zzhed
14.06ms,[浙江]衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8zzhed
14.54ms,[浙江]平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8zzhed
20.89ms,叶倩文-曾經心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
21.45ms,[浙江]苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8zzhed
21.45ms,[浙江]洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8zzhed
21.73ms,[浙江]余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8zzhed
25.66ms,江蕙梦中的情话,http://vd2.bdstatic.com/mda-ji4rwrwg7fijyqkh/mda-ji4rwrwg7fijyqkh.mp4
