更新时间,#genre#
20241125-11-31-37,url


RespoTime,whitelist,#genre#
9.87ms,新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
15.76ms,龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01
19.20ms,春晚83,http://txmov2.a.kwimgs.com/bs3/video-hls/5207287136834522947_hlshd15.m3u8
30.77ms,民视影剧,http://litv.zapi.us.kg/?id=litv-ftv09
31.26ms,中视菁采,http://litv.zapi.us.kg/?id=4gtv-4gtv064
31.30ms,阿里郎,https://litv.zapi.us.kg/?id=4gtv-4gtv079
31.69ms,好消息壹,https://litv.zapi.us.kg/?id=litv-ftv16
31.91ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
31.97ms,寰宇闽南,https://litv.zapi.us.kg/?id=litv-longturn15
32.02ms,非凡新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv010
35.50ms,民视综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv004
37.79ms,时尚运动,https://litv.zapi.us.kg/?id=4gtv-4gtv014
38.26ms,民视旅游,http://litv.zapi.us.kg/?id=litv-ftv07
39.14ms,台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051
40.37ms,龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03
41.01ms,MEZZOl,https://litv.zapi.us.kg/?id=4gtv-4gtv083
41.63ms,中视经典,http://litv.zapi.us.kg/?id=4gtv-4gtv080
41.70ms,春晚86,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
42.69ms,春晚93,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
42.73ms,春晚92,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
43.02ms,春晚87,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
43.27ms,民视,http://litv.zapi.us.kg/?id=4gtv-4gtv002
43.58ms,春晚97,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
43.90ms,国际财经,https://litv.zapi.us.kg/?id=4gtv-4gtv104
43.90ms,东森财经,https://litv.zapi.us.kg/?id=4gtv-4gtv153
44.86ms,民视台湾,https://litv.zapi.us.kg/?id=4gtv-4gtv001
46.56ms,华视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv052
46.78ms,龙华卡通,https://litv.zapi.us.kg/?id=litv-longturn01
46.78ms,龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12
46.85ms,客家电视,https://litv.zapi.us.kg/?id=4gtv-4gtv043
46.88ms,靖洋戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv045
46.88ms,靖天综合,https://litv.zapi.us.kg/?id=4gtv-4gtv046
46.88ms,公视戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv042
46.89ms,TVBS闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv073
46.90ms,闽南戏剧,https://litv.zapi.us.kg/?id=litv-longturn22
46.91ms,靖天戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv058
46.91ms,靖天国际,https://litv.zapi.us.kg/?id=4gtv-4gtv063
46.91ms,靖天电影,https://litv.zapi.us.kg/?id=4gtv-4gtv061
46.91ms,靖天育乐,https://litv.zapi.us.kg/?id=4gtv-4gtv062
46.91ms,靖天资讯,https://litv.zapi.us.kg/?id=4gtv-4gtv065
46.91ms,亚洲旅游,https://litv.zapi.us.kg/?id=litv-longturn17
46.91ms,第壹商业,https://litv.zapi.us.kg/?id=4gtv-4gtv109
46.91ms,爱放动漫,https://litv.zapi.us.kg/?id=litv-ftv15
46.99ms,爱尔达娱乐,https://litv.zapi.us.kg/?id=4gtv-4gtv070
47.11ms,中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074
47.12ms,华视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv041
47.17ms,靖天日本,https://litv.zapi.us.kg/?id=4gtv-4gtv047
47.26ms,民视影剧,https://litv.zapi.us.kg/?id=litv-ftv09
47.28ms,靖天欢乐,https://litv.zapi.us.kg/?id=4gtv-4gtv054
47.28ms,靖天映画,https://litv.zapi.us.kg/?id=4gtv-4gtv055
47.29ms,国会壹,https://litv.zapi.us.kg/?id=4gtv-4gtv084
47.29ms,龙华电影,https://litv.zapi.us.kg/?id=litv-longturn03
47.29ms,国会贰,https://litv.zapi.us.kg/?id=4gtv-4gtv085
47.29ms,龙华戏剧,https://litv.zapi.us.kg/?id=litv-longturn18
47.32ms,靖洋卡通,https://litv.zapi.us.kg/?id=4gtv-4gtv057
47.32ms,靖天卡通,https://litv.zapi.us.kg/?id=4gtv-4gtv044
47.34ms,好消息贰,https://litv.zapi.us.kg/?id=litv-ftv17
47.37ms,台视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv066
47.40ms,采昌影剧,https://litv.zapi.us.kg/?id=4gtv-4gtv049
47.40ms,生活英语,https://litv.zapi.us.kg/?id=litv-longturn20
47.41ms,民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv002
