更新时间,#genre#
20241201-17-33-14,url


RespoTime,whitelist,#genre#
0.00ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
12.43ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
13.93ms,余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
14.28ms,浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
14.64ms,民视旅游,http://litv.zapi.us.kg/?id=litv-ftv07
15.63ms,VOA美国之音,http://litv.zapi.us.kg/?id=litv-ftv03
16.71ms,民视台湾,http://litv.zapi.us.kg/?id=4gtv-4gtv156
18.32ms,浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
19.16ms,新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
21.70ms,民视综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv004
21.82ms,中视菁采,http://litv.zapi.us.kg/?id=4gtv-4gtv064
23.17ms,中视经典,http://litv.zapi.us.kg/?id=4gtv-4gtv080
23.27ms,东森财经新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv153
24.20ms,浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
24.43ms,中视经典,https://litv.zapi.us.kg/?id=4gtv-4gtv080
25.69ms,中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074
25.71ms,台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051
26.49ms,浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
28.08ms,博斯无限1,https://litv.zapi.us.kg/?id=litv-longturn10
28.41ms,国会贰,https://litv.zapi.us.kg/?id=4gtv-4gtv085
30.13ms,八大综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv039
30.19ms,靖天电影,https://litv.zapi.us.kg/?id=4gtv-4gtv061
31.22ms,中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009
31.28ms,春晚83,http://txmov2.a.kwimgs.com/bs3/video-hls/5207287136834522947_hlshd15.m3u8
31.29ms,龙华日韩,https://litv.zapi.us.kg/?id=litv-longturn11
31.32ms,公视戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv042
31.32ms,民视第一,http://litv.zapi.us.kg/?id=4gtv-4gtv003
31.45ms,华视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv052
31.54ms,华视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv052
31.64ms,靖天戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv058
31.73ms,达文西,https://litv.zapi.us.kg/?id=4gtv-4gtv018
32.45ms,龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01
32.77ms,民视台湾,http://litv.zapi.us.kg/?id=4gtv-4gtv001
32.81ms,时尚运动,https://litv.zapi.us.kg/?id=4gtv-4gtv014
32.89ms,镜电视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv075
33.99ms,博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05
34.04ms,八大精彩,https://litv.zapi.us.kg/?id=4gtv-4gtv034
34.56ms,民视新闻,http://litv.zapi.us.kg/?id=litv-ftv13
34.98ms,民视台湾,https://litv.zapi.us.kg/?id=4gtv-4gtv156
35.14ms,民视影剧,http://litv.zapi.us.kg/?id=litv-ftv09
35.42ms,浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
35.67ms,八大精彩,http://litv.zapi.us.kg/?id=4gtv-4gtv034
35.69ms,浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
35.71ms,华仁纪实,https://litv.zapi.us.kg/?id=4gtv-4gtv013
35.83ms,国会壹,https://litv.zapi.us.kg/?id=4gtv-4gtv084
36.12ms,生活英语,https://litv.zapi.us.kg/?id=litv-longturn20
37.11ms,民视影剧,https://litv.zapi.us.kg/?id=litv-ftv09
37.49ms,春晚87,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
37.77ms,民视旅游,https://litv.zapi.us.kg/?id=litv-ftv07
38.00ms,八大综艺,https://litv.zapi.us.kg/?id=4gtv-4gtv039
38.07ms,浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
38.09ms,春晚91,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
38.28ms,民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv002
38.67ms,龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12
38.74ms,中视菁采,https://litv.zapi.us.kg/?id=4gtv-4gtv064
38.77ms,博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06
38.99ms,非凡新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv010
39.31ms,博斯运动1,https://litv.zapi.us.kg/?id=litv-longturn07
40.17ms,公视戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv042
40.54ms,好消息壹,https://litv.zapi.us.kg/?id=litv-ftv16
40.72ms,博斯网球,https://litv.zapi.us.kg/?id=litv-longturn09
40.76ms,民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv155
41.32ms,台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051
41.60ms,Ginx_TV,https://litv.zapi.us.kg/?id=4gtv-4gtv053
42.07ms,美国之音,https://litv.zapi.us.kg/?id=litv-ftv03
42.41ms,GLO-Bet,https://litv.zapi.us.kg/?id=4gtv-4gtv016
43.06ms,第壹商业,https://litv.zapi.us.kg/?id=4gtv-4gtv109
43.68ms,TRACEU,https://litv.zapi.us.kg/?id=4gtv-4gtv082
43.70ms,龙华电影,https://litv.zapi.us.kg/?id=litv-longturn03
